user_id,area,age_group,gender,main_service,service_count,total_satisfaction,ux_satisfaction,content_satisfaction,price_satisfaction,continue_intention,nps_score,cluster
431,6,1,44,5,1,7,6.25,7.333333333333333,7,7,7,1
432,4,1,27,5,1,10,10.0,10.0,10,10,10,2
433,8,2,33,5,1,9,8.25,7.0,10,10,9,0
434,8,1,36,17,1,9,8.625,8.0,9,8,9,2
435,3,1,28,16,1,8,8.25,7.0,9,8,7,1
436,3,1,42,5,1,9,9.125,8.0,8,9,9,2
437,4,2,23,5,2,8,8.125,7.666666666666667,8,8,8,1
438,5,2,26,5,1,8,8.5,9.333333333333334,10,10,8,0
439,8,2,73,5,1,6,5.75,4.666666666666667,7,7,6,3
440,3,1,32,15,1,10,9.125,8.666666666666666,8,10,10,2
441,1,2,49,5,1,8,5.875,6.0,6,8,6,1
442,2,1,42,11,1,9,7.625,6.666666666666667,9,9,9,1
443,3,2,23,5,1,5,5.5,5.333333333333333,6,5,5,3
444,3,2,65,22,1,8,6.625,6.666666666666667,6,7,6,4
445,1,2,25,20,2,8,6.0,6.0,6,5,6,3
446,3,2,60,5,1,3,4.375,5.333333333333333,6,3,2,3
447,7,1,29,5,1,6,5.5,5.666666666666667,5,6,6,3
448,7,2,61,5,2,8,5.125,6.0,8,8,8,1
449,3,2,43,17,28,9,9.125,10.0,9,9,9,2
450,3,1,24,9,3,7,7.625,8.333333333333334,6,8,7,1
451,5,1,43,11,2,8,5.125,7.666666666666667,9,9,8,1
452,6,2,47,4,29,10,9.25,9.666666666666666,8,10,10,2
453,5,2,19,5,1,9,8.875,9.0,9,10,9,0
454,5,1,35,17,13,9,8.375,8.333333333333334,7,9,9,2
455,2,2,33,5,1,6,5.0,5.0,5,7,5,3
456,5,1,66,5,1,6,6.625,6.0,6,6,6,3
457,3,2,29,17,4,8,9.125,8.0,7,9,9,0
458,5,2,24,15,2,8,6.875,9.333333333333334,7,10,8,0
459,7,2,32,20,2,8,5.875,4.666666666666667,5,7,5,3
460,2,2,24,17,2,9,7.375,8.0,7,9,8,0
461,3,2,25,5,1,10,9.875,10.0,10,10,7,0
462,1,2,30,5,2,10,10.0,10.0,10,10,10,0
463,6,2,37,17,4,8,6.875,8.0,7,8,8,1
464,3,1,28,11,1,9,8.5,9.0,9,10,8,2
465,7,2,35,5,34,9,8.625,7.666666666666667,7,10,9,2
466,6,1,19,5,1,10,9.875,9.333333333333334,10,10,10,2
467,6,1,49,5,1,8,7.875,7.333333333333333,7,9,8,1
468,6,1,82,24,10,10,10.0,10.0,10,10,10,2
469,3,1,63,15,1,7,7.25,8.0,8,9,9,1
470,7,2,25,17,2,8,8.0,8.333333333333334,8,9,8,0
471,6,2,55,5,1,8,6.375,6.666666666666667,8,10,6,1
472,2,2,54,5,1,6,7.125,5.0,6,6,6,3
473,8,2,46,15,1,6,6.0,6.0,6,6,6,3
474,3,1,50,19,1,8,7.125,6.666666666666667,8,8,7,1
475,4,2,34,5,7,8,7.75,8.666666666666666,8,9,8,1
476,6,2,32,5,1,8,7.5,8.333333333333334,8,8,8,1
477,8,1,27,17,2,6,4.0,2.3333333333333335,4,6,4,3
478,3,2,24,20,1,8,5.5,5.666666666666667,5,6,7,3
479,6,2,21,4,4,10,6.625,7.0,7,8,8,1
480,3,2,53,17,1,8,7.75,8.0,8,8,8,1
481,3,2,40,22,1,8,6.375,9.333333333333334,6,5,7,4
482,3,2,37,5,1,10,9.0,9.0,9,9,9,0
483,3,1,56,15,3,9,7.75,9.333333333333334,8,10,8,2
484,5,1,49,5,4,9,8.875,9.0,9,9,9,2
485,3,2,21,17,1,10,8.125,8.666666666666666,8,8,8,0
486,6,2,28,17,1,9,6.625,6.333333333333333,7,10,7,1
487,3,2,57,20,2,4,4.375,4.0,4,4,5,3
488,6,1,47,5,1,10,8.75,9.666666666666666,8,10,6,2
489,7,1,24,5,1,9,7.5,8.0,8,8,8,1
490,8,1,48,5,3,9,8.5,8.666666666666666,9,9,9,2
491,4,2,42,5,1,6,7.625,6.333333333333333,9,8,8,1
492,7,1,73,5,1,6,5.375,5.333333333333333,5,5,4,3
493,3,1,27,9,2,7,5.875,7.333333333333333,6,7,4,1
494,7,1,63,36,2,8,8.0,7.666666666666667,8,10,8,4
495,3,1,49,5,1,9,7.875,7.666666666666667,9,9,9,1
496,4,2,21,5,1,8,5.625,9.0,10,8,7,1
497,7,1,38,16,1,7,6.125,6.0,5,7,7,1
498,3,1,49,5,1,9,7.875,8.0,10,10,9,2
499,3,1,57,17,3,7,7.125,7.666666666666667,7,8,8,1
500,3,1,38,5,1,6,6.5,6.0,6,6,7,1
501,3,2,37,36,2,7,6.875,7.0,7,4,5,4
502,3,1,28,20,2,8,10.0,10.0,10,10,10,2
503,1,2,21,17,1,8,7.75,7.666666666666667,7,8,8,0
504,6,2,40,5,2,10,9.75,10.0,10,10,10,0
505,2,2,39,11,2,10,9.0,9.333333333333334,10,10,10,0
506,3,1,51,5,1,9,9.375,9.0,10,10,9,2
507,6,2,44,17,2,10,9.25,8.666666666666666,8,10,10,0
508,3,2,25,17,9,9,8.625,7.666666666666667,7,8,9,0
509,3,1,25,5,2,8,7.75,7.0,7,8,8,1
510,2,2,38,5,2,10,6.75,9.333333333333334,3,10,7,1
511,6,2,33,5,1,9,9.0,9.0,9,9,9,0
512,6,1,64,17,2,8,8.25,6.666666666666667,7,10,8,1
513,3,1,59,20,2,7,7.375,6.666666666666667,7,7,7,1
514,5,1,55,5,1,8,7.0,6.666666666666667,8,8,8,1
515,8,2,25,20,1,8,7.75,7.0,7,8,8,1
516,1,1,46,5,2,8,5.0,5.0,9,7,9,1
517,3,1,42,20,3,6,5.5,5.333333333333333,5,7,3,3
518,6,2,35,17,2,8,7.75,8.0,9,8,8,0
519,6,1,63,9,2,9,9.0,8.333333333333334,8,9,9,2
520,3,2,37,5,1,9,8.75,7.333333333333333,8,9,8,1
521,8,1,67,17,1,8,6.375,6.666666666666667,7,8,7,1
522,3,1,26,36,1,9,8.625,6.666666666666667,9,9,8,2
523,2,1,47,9,1,1,4.875,3.6666666666666665,5,1,1,3
524,3,1,26,5,1,9,6.875,7.0,5,7,8,1
525,3,2,24,4,1,9,7.875,9.666666666666666,10,9,9,0
526,6,2,56,20,1,8,9.5,8.0,10,10,8,0
527,3,1,25,36,3,9,5.625,10.0,7,10,10,2
528,7,2,31,17,2,8,8.25,8.0,8,8,8,0
529,7,2,36,5,1,8,5.625,6.666666666666667,6,8,7,1
530,6,2,46,5,1,8,7.375,7.333333333333333,7,8,8,1
531,3,2,26,5,1,10,8.25,7.0,7,10,10,0
532,3,1,19,36,2,8,8.375,7.666666666666667,8,8,7,4
533,4,2,49,5,2,8,5.25,5.333333333333333,5,8,5,1
534,6,2,56,5,2,8,7.0,7.333333333333333,8,9,8,1
535,7,2,31,17,3,8,5.75,9.0,7,7,9,1
536,3,1,50,15,6,10,10.0,10.0,10,10,10,2
537,5,1,48,5,4,8,7.75,8.0,7,8,8,1
538,3,1,26,17,5,9,8.625,8.333333333333334,8,8,8,2
539,3,2,48,5,2,7,7.125,7.666666666666667,9,8,8,1
540,6,2,30,5,3,6,6.875,9.0,10,8,8,1
541,3,2,23,5,1,7,4.125,6.0,7,9,5,1
542,1,2,63,17,8,7,6.75,8.333333333333334,8,6,6,4
543,3,1,57,5,1,7,6.5,8.0,8,8,7,1
544,7,2,33,11,2,8,9.5,9.0,9,10,9,0
545,4,2,23,6,1,8,8.25,6.666666666666667,6,9,7,1
546,3,1,29,22,2,10,9.25,9.666666666666666,10,10,10,2
547,3,2,38,17,1,8,8.375,6.333333333333333,10,9,8,0
548,3,1,42,5,7,10,9.375,9.666666666666666,9,10,10,2
549,8,1,57,5,1,8,8.125,7.333333333333333,9,8,8,1
550,6,2,39,5,3,10,6.5,7.0,5,10,7,1
551,3,1,52,5,1,6,6.125,6.333333333333333,6,4,5,3
552,3,1,27,5,1,10,8.625,8.333333333333334,8,10,10,2
553,6,1,19,17,3,8,8.0,8.0,8,9,9,2
554,3,1,34,5,1,10,8.625,9.333333333333334,9,10,10,2
555,6,2,43,5,1,7,7.25,8.0,8,7,6,1
556,4,2,33,5,2,9,8.375,7.333333333333333,8,10,9,0
557,3,1,24,5,1,9,8.375,8.333333333333334,10,9,8,2
558,5,2,23,22,1,8,7.375,6.666666666666667,6,7,7,4
559,3,2,25,17,3,8,7.75,8.0,8,7,8,0
560,7,1,21,5,2,10,10.0,10.0,10,10,10,2
561,5,1,39,5,35,10,10.0,10.0,10,10,10,2
562,3,2,21,17,3,10,10.0,10.0,10,10,10,0
563,8,1,31,5,2,8,7.0,7.333333333333333,7,10,8,1
564,5,1,23,5,3,10,10.0,10.0,10,10,10,2
565,5,1,50,17,3,10,9.75,9.333333333333334,10,10,10,2
566,2,1,44,5,1,7,5.625,4.666666666666667,6,7,6,3
567,3,1,68,5,3,7,7.875,6.666666666666667,9,9,8,1
568,3,2,27,17,1,8,8.875,8.666666666666666,9,8,8,0
569,3,1,50,5,3,9,7.375,8.333333333333334,9,9,9,2
570,6,2,24,5,25,10,9.375,9.333333333333334,9,10,10,2
571,6,1,29,5,9,8,8.0,7.0,7,7,7,1
572,3,1,27,22,1,7,6.875,7.0,6,6,6,4
573,2,1,47,36,1,7,6.625,8.0,7,8,5,4
574,8,1,39,5,1,8,7.25,7.0,7,8,7,1
575,1,1,50,22,1,10,9.625,9.0,10,9,9,2
576,3,1,26,22,2,10,9.875,10.0,10,10,10,2
577,6,1,50,17,1,5,5.125,4.666666666666667,5,5,5,3
578,3,1,43,5,1,9,8.0,8.0,8,8,8,1
579,7,2,49,17,6,8,7.625,7.666666666666667,8,8,8,1
580,3,2,32,15,2,8,7.0,7.666666666666667,8,10,7,1
581,8,2,37,5,2,9,7.25,6.0,6,8,8,1
582,3,2,54,5,1,7,7.625,8.0,8,8,8,1
583,3,1,43,20,11,10,9.75,10.0,10,10,10,2
584,3,2,26,5,1,9,7.875,6.666666666666667,9,10,8,0
585,3,2,23,5,1,8,8.0,8.0,8,8,8,1
586,4,2,35,17,1,8,9.0,6.333333333333333,6,5,7,1
587,7,1,51,5,1,7,7.0,7.0,7,7,7,1
588,5,1,55,16,3,3,2.375,2.6666666666666665,2,9,5,3
589,3,1,47,5,1,8,7.5,7.333333333333333,9,9,7,1
590,3,1,39,5,2,8,6.625,5.333333333333333,6,6,5,1
591,7,2,25,17,1,8,7.5,9.0,8,8,8,0
592,8,2,31,17,2,8,7.0,8.0,8,9,8,0
593,3,1,54,5,2,10,8.875,8.333333333333334,10,10,9,2
594,6,1,52,5,1,10,9.875,7.333333333333333,7,10,9,2
595,3,1,31,12,2,8,6.75,5.666666666666667,8,7,8,1
596,2,1,69,5,1,8,7.5,7.666666666666667,8,9,8,1
597,5,1,21,5,1,10,7.375,7.666666666666667,8,10,10,2
598,3,2,44,17,5,7,6.75,7.0,7,7,7,1
599,6,1,46,5,4,6,6.0,6.0,6,6,6,3
600,3,1,58,11,2,9,9.25,9.333333333333334,10,10,10,2
601,3,1,73,5,1,7,7.125,6.333333333333333,8,7,7,1
602,7,1,35,9,2,9,8.5,8.666666666666666,7,9,6,1
603,5,1,25,5,1,9,7.5,7.333333333333333,8,9,8,1
604,6,2,52,5,2,9,8.125,9.666666666666666,10,10,9,0
605,4,1,45,17,2,6,6.0,6.0,6,6,6,3
606,6,2,23,5,1,6,7.5,8.0,8,9,8,1
607,3,2,37,5,1,9,8.25,7.666666666666667,10,10,9,0
608,3,1,57,17,3,8,4.375,5.333333333333333,5,6,6,3
609,5,1,60,5,2,8,7.25,6.666666666666667,8,9,8,1
610,3,1,43,5,1,9,7.375,7.666666666666667,7,8,8,1
611,5,1,60,5,1,7,6.625,5.666666666666667,6,7,6,1
612,3,1,74,5,1,6,5.875,6.0,6,6,6,3
613,8,1,44,16,2,6,6.0,5.666666666666667,6,5,1,3
614,6,1,58,5,1,8,8.125,8.0,8,10,8,1
615,6,2,37,11,9,9,8.375,9.333333333333334,9,9,8,0
616,6,1,45,5,3,9,9.0,9.333333333333334,10,10,9,2
617,6,1,43,11,1,8,7.75,8.0,9,8,7,1
618,6,2,38,5,2,7,10.0,8.0,7,8,7,1
619,3,1,50,5,2,6,6.25,5.333333333333333,6,6,5,3
620,4,1,27,5,1,10,9.375,9.666666666666666,10,10,9,2
621,5,1,27,11,3,10,9.25,9.666666666666666,10,10,10,2
622,3,2,37,5,1,10,9.5,9.666666666666666,10,10,10,0
623,8,1,36,5,1,9,8.125,7.666666666666667,10,9,9,2
624,6,2,22,5,3,9,6.375,8.333333333333334,10,10,8,0
625,7,2,50,5,2,10,6.875,7.0,8,10,8,1
626,8,2,29,5,1,8,7.125,7.333333333333333,8,8,8,1
627,3,1,33,17,5,9,8.75,9.0,9,9,9,2
628,6,2,72,17,3,8,9.0,9.0,9,9,9,0
629,1,1,25,5,1,9,9.0,8.333333333333334,10,9,8,2
630,3,1,42,5,1,9,9.0,9.0,9,10,9,2
631,3,1,59,5,3,8,7.25,7.0,7,7,7,1
632,1,1,25,5,1,9,8.5,8.666666666666666,8,9,8,1
633,3,1,38,8,1,8,7.0,7.0,7,7,8,1
634,4,1,24,5,3,10,8.75,9.0,8,10,9,2
635,3,2,51,5,2,8,7.25,8.0,10,10,10,0
636,5,1,47,5,1,8,8.125,7.333333333333333,7,8,8,1
637,3,2,27,23,6,10,9.75,9.666666666666666,9,10,10,0
638,4,2,20,17,2,8,6.625,6.333333333333333,4,7,5,3
639,3,2,28,20,2,7,7.5,8.0,3,10,8,1
640,3,1,59,9,4,7,6.875,6.0,5,7,6,1
641,3,1,50,17,3,8,7.75,8.333333333333334,8,8,8,1
642,6,1,39,5,4,9,6.75,9.333333333333334,10,9,9,2
643,8,1,44,5,2,9,9.0,6.333333333333333,10,10,10,2
644,2,2,31,5,1,9,8.0,8.0,8,8,8,1
645,8,1,41,5,1,9,9.25,9.0,9,10,9,2
646,3,1,47,24,2,6,5.25,5.0,5,6,7,3
647,3,2,45,5,1,8,7.25,6.333333333333333,7,7,8,1
648,3,1,68,5,1,9,7.125,6.666666666666667,8,9,8,1
649,7,2,58,5,1,9,9.375,9.0,9,9,9,0
650,8,2,26,20,2,7,5.875,6.666666666666667,7,5,6,3
651,3,1,29,5,1,10,8.125,8.0,10,10,9,2
652,3,1,40,17,3,10,9.625,9.333333333333334,10,10,10,2
653,2,1,35,20,2,10,7.625,9.333333333333334,10,10,8,2
654,5,1,64,5,1,8,8.75,9.0,9,9,9,2
655,6,2,26,17,1,7,6.125,7.0,6,6,8,1
656,3,1,25,20,4,8,7.75,8.333333333333334,8,8,8,2
657,8,1,35,12,1,7,5.875,6.333333333333333,6,6,6,1
658,3,2,27,15,6,10,9.75,10.0,10,10,10,0
659,4,1,33,36,2,8,7.75,8.666666666666666,8,9,7,4
660,6,1,53,5,1,8,8.0,7.666666666666667,7,7,7,1
661,3,1,45,5,1,10,7.75,7.333333333333333,7,9,9,1
662,1,2,52,5,1,9,8.0,8.0,9,10,9,0
663,3,1,63,5,1,10,9.25,10.0,10,10,10,2
664,3,1,65,4,2,8,7.25,7.333333333333333,8,7,7,1
665,3,1,25,5,1,8,7.25,8.333333333333334,9,8,8,1
666,3,2,24,15,5,8,8.875,9.0,10,10,9,0
667,3,2,61,5,1,5,7.125,4.0,8,8,3,3
668,2,1,45,5,1,5,5.125,6.0,4,6,5,3
669,6,2,57,5,2,7,6.625,7.0,6,7,7,1
670,6,1,60,22,2,7,7.25,7.666666666666667,8,6,5,4
671,3,1,77,5,2,8,8.5,7.666666666666667,8,9,8,1
672,8,2,22,5,1,8,8.125,6.666666666666667,7,8,8,1
673,5,1,68,5,1,9,5.625,5.333333333333333,8,6,8,1
674,5,2,38,5,1,10,5.875,6.333333333333333,7,10,8,1
675,3,1,45,22,1,5,5.625,5.333333333333333,5,7,5,3
676,6,1,46,5,2,6,5.375,6.0,6,6,5,3
677,6,1,37,5,1,9,7.75,9.333333333333334,9,9,9,2
678,3,1,65,17,2,10,8.375,9.666666666666666,10,10,10,2
679,5,2,48,5,1,7,8.0,7.666666666666667,7,7,7,1
680,4,1,48,5,1,8,8.5,6.666666666666667,7,7,5,1
681,2,2,48,5,1,9,9.125,8.0,10,10,9,0
682,2,1,51,17,5,9,7.25,8.333333333333334,10,8,8,2
683,6,1,53,5,1,8,5.75,5.333333333333333,5,6,5,3
684,3,1,44,4,4,4,6.375,5.0,5,5,5,3
685,6,1,63,5,1,7,7.125,7.333333333333333,7,7,7,1
686,3,2,22,20,2,7,6.875,6.666666666666667,8,5,7,4
687,3,1,35,11,7,10,9.75,10.0,10,10,10,2
688,3,2,69,5,1,10,9.875,10.0,9,10,10,0
689,3,1,52,5,1,6,6.5,5.333333333333333,5,7,7,3
690,1,2,60,5,1,7,7.5,8.0,7,8,8,1
691,4,2,23,17,3,10,9.75,7.333333333333333,10,10,10,0
692,6,1,47,5,1,8,9.75,6.0,5,10,10,1
693,4,1,56,5,1,5,5.875,7.333333333333333,7,10,7,1
694,3,1,57,20,1,7,6.875,6.333333333333333,5,5,5,3
695,2,2,34,17,1,6,5.625,5.0,5,5,6,3
696,5,1,56,5,1,6,5.375,5.333333333333333,5,6,6,3
697,3,1,32,5,2,10,10.0,10.0,10,10,10,2
698,6,1,31,24,5,10,10.0,10.0,10,10,10,2
699,3,1,62,5,1,10,7.25,7.666666666666667,7,10,8,1
700,3,2,26,20,2,7,5.625,6.666666666666667,7,8,6,4
701,3,2,24,20,1,9,8.0,8.333333333333334,8,7,8,0
702,3,1,46,5,1,9,8.875,9.0,8,10,9,2
703,3,1,45,5,2,8,8.0,8.0,8,8,8,1
704,7,2,40,20,3,8,6.5,7.666666666666667,7,9,7,1
705,3,2,47,22,2,7,6.75,8.666666666666666,8,8,7,4
706,6,1,64,5,6,8,7.5,6.666666666666667,9,10,10,2
707,5,1,62,11,5,10,10.0,10.0,10,10,10,2
708,8,1,54,17,1,7,6.5,6.666666666666667,8,7,7,1
709,5,1,52,5,1,7,6.75,6.666666666666667,7,7,7,1
710,3,1,63,5,1,7,5.5,6.0,6,6,6,3
711,6,1,51,5,12,8,6.875,6.666666666666667,8,7,7,1
712,7,1,29,6,22,9,9.25,9.0,9,9,9,2
713,3,1,58,5,1,7,5.875,6.333333333333333,6,6,6,1
714,3,1,67,5,1,8,6.5,6.666666666666667,8,8,8,1
715,3,1,45,5,2,8,8.0,8.333333333333334,9,8,8,1
716,6,2,28,5,1,9,7.125,8.666666666666666,9,10,9,0
717,3,2,50,23,1,7,6.875,7.666666666666667,8,6,6,4
718,3,1,50,5,1,8,5.875,7.0,7,7,7,1
719,5,1,36,5,2,9,7.5,8.0,10,10,9,2
720,7,1,73,5,1,8,7.375,7.0,7,8,7,1
721,3,1,29,4,2,8,8.875,8.666666666666666,8,9,8,1
722,2,1,61,17,3,7,7.0,7.666666666666667,7,7,7,1
723,3,1,63,17,1,9,8.75,9.0,9,9,8,2
724,6,1,62,17,2,8,8.0,7.0,7,7,6,1
725,6,1,37,9,1,4,4.875,3.3333333333333335,5,5,5,3
726,4,2,50,5,1,5,5.75,6.666666666666667,6,3,4,3
727,3,1,46,9,2,10,7.625,9.0,9,9,9,2
728,3,2,25,20,3,8,6.375,7.333333333333333,7,7,7,4
729,5,1,34,17,5,10,9.0,10.0,10,10,10,2
730,3,2,25,5,1,8,6.0,7.666666666666667,7,7,7,1
731,3,1,25,5,1,8,7.75,8.333333333333334,8,8,8,1
732,5,2,24,17,2,9,8.5,8.0,9,9,9,0
733,3,2,57,5,1,5,6.0,4.333333333333333,8,5,5,3
734,4,2,24,17,1,8,6.25,6.666666666666667,6,7,8,1
735,6,2,35,20,3,8,8.125,8.0,7,9,8,0
736,6,2,55,17,2,10,9.25,8.333333333333334,7,10,10,0
737,6,1,34,15,2,8,6.25,7.333333333333333,7,7,7,1
738,3,1,49,5,1,8,6.625,8.0,8,8,6,1
739,7,1,31,17,3,8,7.0,6.666666666666667,8,8,10,1
740,1,1,63,9,1,5,4.375,7.333333333333333,3,1,2,3
741,3,1,68,5,1,8,9.375,6.333333333333333,8,9,8,1
742,3,2,53,20,1,9,8.875,9.0,9,10,9,0
743,4,1,36,5,1,7,6.5,7.333333333333333,7,7,8,1
744,6,1,58,5,2,6,6.0,6.0,5,7,6,3
745,8,2,28,5,1,7,7.0,6.666666666666667,5,6,6,1
746,6,1,67,16,1,6,6.25,3.0,4,3,3,3
747,6,2,50,17,1,10,10.0,10.0,10,10,10,0
748,8,1,62,22,3,8,6.125,6.666666666666667,7,7,6,4
749,6,1,59,5,1,8,8.0,8.0,7,9,8,1
750,6,1,63,5,2,9,5.625,5.666666666666667,5,7,8,1
751,5,1,47,11,1,10,9.125,9.333333333333334,10,10,9,2
752,6,1,51,22,2,7,6.75,6.0,6,7,7,4
753,7,1,47,17,3,7,5.625,7.0,7,7,7,1
754,3,1,40,17,2,8,7.75,8.333333333333334,8,7,7,1
755,3,2,30,22,4,10,9.375,9.333333333333334,10,10,10,0
756,6,2,28,24,4,10,10.0,10.0,10,10,10,0
757,3,1,24,15,1,9,7.125,8.666666666666666,10,10,8,2
758,3,1,60,9,1,4,5.25,5.0,5,6,4,3
759,1,2,58,5,3,8,7.25,7.333333333333333,9,10,10,1
760,8,1,28,5,2,6,6.625,6.666666666666667,7,7,7,1
761,4,1,33,11,1,7,6.75,7.0,7,8,6,1
762,5,1,62,5,1,7,6.625,6.666666666666667,7,7,6,1
763,5,1,44,5,2,9,8.875,8.333333333333334,7,8,8,1
764,5,2,56,20,1,8,7.875,5.0,5,5,5,3
765,8,1,25,15,8,9,8.125,8.0,9,10,9,2
766,6,2,69,17,2,7,7.0,7.333333333333333,7,7,7,4
767,3,1,27,16,3,7,7.0,7.0,7,7,7,1
768,6,1,35,5,1,5,5.125,3.6666666666666665,6,6,5,3
769,5,1,50,17,3,7,6.75,6.333333333333333,7,7,7,1
770,3,1,54,5,14,7,6.0,7.0,7,7,6,1
771,1,2,41,9,1,8,4.75,5.666666666666667,3,7,2,3
772,3,1,48,5,1,8,8.25,7.666666666666667,8,8,8,1
773,6,1,36,5,2,7,6.875,7.666666666666667,6,8,7,1
774,1,1,50,5,4,6,4.75,4.666666666666667,5,1,5,3
775,5,1,53,5,1,7,5.875,4.333333333333333,7,7,6,1
776,5,1,48,4,4,7,8.25,8.0,8,7,4,1
777,1,2,37,5,5,7,7.5,7.0,8,8,8,1
778,8,2,32,9,2,4,8.0,8.666666666666666,3,6,7,3
779,2,2,51,5,1,5,5.875,5.0,5,3,5,3
780,3,2,44,5,2,8,5.75,5.333333333333333,8,8,7,1
781,4,2,51,5,1,8,9.5,8.333333333333334,10,10,9,0
782,3,2,48,5,1,6,5.75,7.666666666666667,8,9,6,1
783,5,2,22,5,1,9,8.25,9.0,9,10,9,0
784,3,2,23,5,1,9,8.375,8.666666666666666,9,10,9,0
785,7,2,25,17,1,9,7.0,5.0,6,9,8,1
786,3,2,54,17,2,7,6.625,7.333333333333333,7,6,7,4
787,4,1,61,22,1,8,6.125,3.3333333333333335,2,6,6,3
788,5,1,66,5,1,7,7.125,6.333333333333333,7,7,6,1
789,7,2,25,17,6,6,6.5,6.333333333333333,6,7,6,3
790,5,2,26,17,2,9,8.125,8.0,8,8,5,0
791,6,1,39,24,4,10,10.0,10.0,10,10,10,2
792,3,1,36,5,1,8,7.125,7.333333333333333,7,7,5,1
793,7,2,22,17,1,10,9.875,10.0,10,10,10,0
794,3,1,43,17,5,9,8.5,8.666666666666666,9,8,9,2
795,7,1,41,5,1,8,7.625,8.0,8,8,8,1
796,3,1,39,5,1,9,7.625,7.333333333333333,7,10,9,1
797,3,2,28,5,7,7,6.375,6.333333333333333,6,7,7,1
798,7,1,71,5,2,7,7.25,7.0,7,8,7,1
799,3,1,48,5,1,7,7.0,6.666666666666667,6,7,7,1
800,7,2,53,23,2,7,7.0,7.666666666666667,8,10,6,4
801,6,2,23,22,3,8,7.75,8.666666666666666,7,9,9,0
802,2,2,24,5,1,10,10.0,10.0,10,10,8,0
803,6,2,48,20,1,10,9.875,7.0,8,10,8,0
804,6,1,51,22,2,8,8.75,8.666666666666666,8,9,8,2
805,3,2,41,17,3,8,6.875,9.0,6,9,6,1
806,4,1,39,5,1,8,8.75,8.333333333333334,8,9,9,1
807,6,1,34,24,4,10,10.0,10.0,10,10,10,2
808,2,2,43,6,2,5,5.125,4.333333333333333,3,5,5,3
809,7,1,60,5,1,8,7.375,5.0,4,5,5,3
810,3,1,28,17,2,7,6.125,7.0,7,5,6,1
811,4,2,29,5,3,8,7.125,7.333333333333333,6,8,8,1
812,3,1,54,20,2,7,7.0,6.666666666666667,7,6,7,4
813,3,1,47,5,1,8,7.875,7.333333333333333,7,9,8,1
814,5,1,40,5,1,10,8.875,8.0,9,10,9,2
815,5,1,46,17,1,8,7.0,7.333333333333333,7,7,8,1
816,4,1,74,5,1,8,7.75,7.333333333333333,7,8,6,1
817,4,2,54,5,1,7,6.375,5.0,5,5,5,3
818,3,2,38,12,2,5,4.0,5.0,5,5,5,3
819,5,1,23,20,1,9,7.625,8.0,9,8,8,2
820,6,1,53,5,1,8,6.25,6.666666666666667,6,9,7,1
821,5,2,29,20,3,7,7.125,7.333333333333333,8,6,7,4
822,6,1,33,17,8,9,7.875,7.666666666666667,7,6,6,1
823,3,2,37,5,1,7,7.75,7.666666666666667,7,8,7,1
824,3,1,65,5,1,10,8.5,6.666666666666667,9,10,10,2
825,6,1,47,5,2,9,7.75,7.666666666666667,8,8,8,1
826,2,1,64,5,3,9,9.0,9.333333333333334,10,10,9,2
827,3,2,73,9,1,9,7.5,7.0,6,10,5,1
828,3,1,22,5,2,8,8.125,7.666666666666667,7,7,8,1
829,5,2,23,17,1,8,7.125,8.333333333333334,9,8,8,0
830,6,2,48,5,1,9,7.125,7.666666666666667,7,10,8,1
831,3,1,51,15,4,7,7.0,7.666666666666667,7,8,7,1
832,8,1,45,5,1,8,7.375,7.666666666666667,9,8,8,1
833,2,2,47,5,1,8,5.625,4.0,4,7,4,3
834,6,1,41,5,1,7,7.0,7.0,7,7,7,1
835,1,1,45,5,1,7,6.875,6.666666666666667,7,7,7,1
836,3,1,62,5,1,8,5.5,6.0,7,8,7,1
837,8,1,41,5,2,8,7.5,7.0,8,7,7,1
838,1,1,40,5,2,8,7.625,7.0,7,8,7,1
839,6,1,42,5,1,7,7.0,6.0,6,6,6,1
840,3,1,36,22,1,8,7.25,8.333333333333334,7,7,7,4
841,3,1,31,5,2,8,7.75,8.0,8,8,8,1
842,6,2,35,24,4,10,10.0,10.0,10,10,10,0
843,6,2,27,5,1,7,7.0,6.0,6,5,6,1
844,3,2,67,5,3,6,7.5,7.666666666666667,8,7,8,1
845,4,1,48,5,1,8,6.75,7.333333333333333,7,8,8,1
846,3,2,65,5,1,8,7.375,7.666666666666667,9,9,7,1
847,3,1,54,5,1,9,8.75,8.666666666666666,9,10,5,1
848,3,1,36,5,1,9,7.75,6.666666666666667,8,8,8,1
849,3,2,40,5,1,5,3.5,6.333333333333333,5,6,7,3
850,8,2,27,5,1,9,8.0,7.0,9,10,9,0
851,2,1,38,20,10,10,10.0,10.0,10,10,10,2
852,3,2,46,5,1,7,6.5,7.0,5,7,6,1
853,3,1,28,5,1,7,6.25,7.0,8,7,7,1
854,6,1,41,24,2,9,9.125,8.666666666666666,8,10,8,2
855,3,1,61,5,2,6,5.625,5.333333333333333,5,7,6,3
856,8,1,55,5,1,10,10.0,9.666666666666666,9,10,10,2
857,6,1,29,5,2,4,5.0,5.0,6,7,6,3
858,8,1,64,5,1,3,5.375,3.0,3,6,2,3
859,6,1,59,5,1,9,8.75,8.333333333333334,8,10,9,2
860,3,2,50,17,2,7,7.375,7.0,7,7,7,4
861,3,1,45,12,1,8,6.375,6.666666666666667,7,7,7,1
